departamento,provincia,municipio,codigo,tipo,nacion_pueblo,casos,porcentaje_indigena_sobre_indigena,poblacion,porcentaje_indigena_poblacion_total,año
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,B ,URUS,92,0.06,1454539,0.006,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,B ,PACAHUARA,22,0.01,1454539,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,B ,SIRIONÓ,71,0.05,1454539,0.005,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,B ,TACANA,190,0.12,1454539,0.013,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,B ,TAPIETE,8,0.01,1454539,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,B ,TSIMANE CHIMAN,430,0.28,1454539,0.03,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,B ,WEENAYEK,61,0.04,1454539,0.004,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,B ,YAMINAHUA,1,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,B ,YUKI,29,0.02,1454539,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,B ,YURACARÉ,87,0.06,1454539,0.006,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,B ,MOJEÑO,78,0.05,1454539,0.005,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,ANDAMARCA,3,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,AROMA,36,0.02,1454539,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,AYLLU JUKUMANI,1,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,AYLLU KACACHACA,1,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,AYLLU PORCO,2,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,AYLLU YURA,10,0.01,1454539,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,BELEN,1,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,CALCHA,4,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,CHALLAPATA,13,0.01,1454539,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,CHAQUI,3,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,CHARAGUA,136,0.09,1454539,0.009,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,CHAYANTA,34,0.02,1454539,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,CHICHAS,211,0.14,1454539,0.015,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,CHIRIGUANO,169,0.11,1454539,0.012,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,CHOQUECOTA,2,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,CHULLPAS,1,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,CONDO,1,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,CORQUE,3,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,CURAHUARA DE CARANGAS,10,0.01,1454539,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,HUACHACALLA,5,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,HUARI,20,0.01,1454539,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,HUAYLLA MARKA,2,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,JACH'A PACAJAQUI,13,0.01,1454539,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,JACHA CARANGAS,10,0.01,1454539,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,LAGUNILLAS,14,0.01,1454539,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,LARECAJA,4,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,LIPEZ,1,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,MATACO,18,0.01,1454539,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,MOJOCOYA,4,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,MONKOX,25,0.02,1454539,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,MORO MORO,11,0.01,1454539,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,ORINOCA,11,0.01,1454539,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,PAMPA AULLAGAS,1,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,POJOS,16,0.01,1454539,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,POJPO,1,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,POROMA,2,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,PUCARA,17,0.01,1454539,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,QHAPAQ UMA SUYU,1,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,QHARA QHARA,4,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,QOLLAS,828,0.54,1454539,0.057,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,QUILA QUILA,10,0.01,1454539,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,SABAYA,3,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,SALINAS,11,0.01,1454539,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,SAN JUAN,6,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,SUYU CHARCAS,7,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,SUYU SURA,3,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,TINQUIPAYA,5,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,TOBAS,2,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,TOTORA MARKA,21,0.01,1454539,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,TURCO,3,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,UCUMASI,1,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,URMIRI DE QUILLACAS,3,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,YAMPARA,136,0.09,1454539,0.009,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,YAPACANÍ,39,0.03,1454539,0.003,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,ORIGINARIO,602,0.39,1454539,0.041,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,INTERCULTURAL,3,0,1454539,0,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,CAMPESINO,7763,5.09,1454539,0.534,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,INDÍGENA,2573,1.69,1454539,0.177,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,SANTA CRUZ DE LA SIERRA,070101,C ,INDÍGENA U ORIGINARIO NO ESPECIFICADO,389,0.26,1454539,0.027,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,A ,AYMARA,357,3.65,45519,0.784,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,A ,QUECHUA,5817,59.45,45519,12.779,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,AFROBOLIVIANO,234,2.39,45519,0.514,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,AYOREO,11,0.11,45519,0.024,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,BAURE,6,0.06,45519,0.013,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,CANICHANA,2,0.02,45519,0.004,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,CAYUBABA,1,0.01,45519,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,CHIQUITANO,1177,12.03,45519,2.586,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,BÉSIRO,1,0.01,45519,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,URU CHIPAYAS,1,0.01,45519,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,GUARAYO,75,0.77,45519,0.165,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,GUARANI,496,5.07,45519,1.09,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,ITONOMA,73,0.75,45519,0.16,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,JOAQUINIANO,13,0.13,45519,0.029,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,KALLAWAYA,2,0.02,45519,0.004,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,LECO,8,0.08,45519,0.018,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,MOJEÑO,189,1.93,45519,0.415,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,TRINITARIO,18,0.18,45519,0.04,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,MOVIMA,47,0.48,45519,0.103,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,MURATO,1,0.01,45519,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,URUS,2,0.02,45519,0.004,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,PACAHUARA,1,0.01,45519,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,SIRIONÓ,1,0.01,45519,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,TACANA,3,0.03,45519,0.007,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,TSIMANE CHIMAN,5,0.05,45519,0.011,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,YURACARÉ,6,0.06,45519,0.013,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,B ,MOJEÑO,2,0.02,45519,0.004,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,C ,CHARAGUA,1,0.01,45519,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,C ,CHICHAS,1,0.01,45519,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,C ,CHIRIGUANO,1,0.01,45519,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,C ,MONKOX,2,0.02,45519,0.004,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,C ,QOLLAS,41,0.42,45519,0.09,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,C ,YAMPARA,1,0.01,45519,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,C ,YAPACANÍ,1,0.01,45519,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,C ,ORIGINARIO,30,0.31,45519,0.066,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,C ,CAMPESINO,970,9.91,45519,2.131,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,C ,INDÍGENA,174,1.78,45519,0.382,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,COTOCA,070102,C ,INDÍGENA U ORIGINARIO NO ESPECIFICADO,13,0.13,45519,0.029,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,A ,AYMARA,78,4.44,15317,0.509,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,A ,QUECHUA,846,48.21,15317,5.523,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,B ,AFROBOLIVIANO,35,1.99,15317,0.229,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,B ,AYOREO,4,0.23,15317,0.026,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,B ,BAURE,14,0.8,15317,0.091,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,B ,CHIQUITANO,268,15.27,15317,1.75,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,B ,GUARAYO,75,4.27,15317,0.49,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,B ,GUARANI,247,14.07,15317,1.613,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,B ,ITONOMA,30,1.71,15317,0.196,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,B ,JOAQUINIANO,1,0.06,15317,0.007,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,B ,MOJEÑO,51,2.91,15317,0.333,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,B ,TRINITARIO,1,0.06,15317,0.007,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,B ,MOVIMA,5,0.28,15317,0.033,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,B ,URUS,1,0.06,15317,0.007,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,B ,YURACARÉ,3,0.17,15317,0.02,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,B ,MOJEÑO,1,0.06,15317,0.007,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,C ,CHIRIGUANO,4,0.23,15317,0.026,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,C ,MONKOX,1,0.06,15317,0.007,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,C ,QOLLAS,3,0.17,15317,0.02,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,C ,YAMPARA,1,0.06,15317,0.007,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,C ,ORIGINARIO,1,0.06,15317,0.007,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,C ,CAMPESINO,70,3.99,15317,0.457,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,C ,INDÍGENA,14,0.8,15317,0.091,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,PORONGO,070103,C ,INDÍGENA U ORIGINARIO NO ESPECIFICADO,1,0.06,15317,0.007,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,A ,AYMARA,1165,9.88,89284,1.305,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,A ,QUECHUA,6069,51.47,89284,6.797,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,AFROBOLIVIANO,306,2.6,89284,0.343,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,ARAONA,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,AYOREO,11,0.09,89284,0.012,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,BAURE,10,0.08,89284,0.011,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,CANICHANA,2,0.02,89284,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,CAVINEÑO,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,CHACOBO,6,0.05,89284,0.007,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,CHIQUITANO,604,5.12,89284,0.676,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,GUARAYO,116,0.98,89284,0.13,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,GUARANI,1180,10.01,89284,1.322,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,ITONOMA,161,1.37,89284,0.18,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,JOAQUINIANO,3,0.03,89284,0.003,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,KALLAWAYA,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,LECO,7,0.06,89284,0.008,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,REYESANO,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,MOJEÑO,125,1.06,89284,0.14,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,TRINITARIO,8,0.07,89284,0.009,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,MOSETÉN,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,MOVIMA,27,0.23,89284,0.03,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,URUS,2,0.02,89284,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,PACAHUARA,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,SIRIONÓ,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,TACANA,9,0.08,89284,0.01,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,TSIMANE CHIMAN,7,0.06,89284,0.008,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,WEENAYEK,4,0.03,89284,0.004,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,YURACARÉ,14,0.12,89284,0.016,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,B ,MOJEÑO,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,AROMA,2,0.02,89284,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,CHARAGUA,5,0.04,89284,0.006,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,CHARAZANI,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,CHAYANTA,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,CHICHAS,3,0.03,89284,0.003,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,CHIRIGUANO,10,0.08,89284,0.011,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,JACH'A PACAJAQUI,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,JACHA CARANGAS,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,LAGUNILLAS,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,LARECAJA,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,MOJOCOYA,4,0.03,89284,0.004,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,MONKOX,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,MORO MORO,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,ORINOCA,2,0.02,89284,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,POJOS,3,0.03,89284,0.003,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,POROMA,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,QOLLAS,134,1.14,89284,0.15,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,TINQUIPAYA,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,TOTORA MARKA,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,UCUMASI,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,URMIRI DE QUILLACAS,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,YAMPARA,23,0.2,89284,0.026,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,YAPACANÍ,1,0.01,89284,0.001,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,ORIGINARIO,91,0.77,89284,0.102,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,CAMPESINO,1360,11.53,89284,1.523,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,INDÍGENA,275,2.33,89284,0.308,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,LA GUARDIA,070104,C ,INDÍGENA U ORIGINARIO NO ESPECIFICADO,21,0.18,89284,0.024,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,EL TORNO,070105,A ,AYMARA,298,3.22,49652,0.6,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,EL TORNO,070105,A ,QUECHUA,7219,77.92,49652,14.539,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,EL TORNO,070105,B ,AFROBOLIVIANO,143,1.54,49652,0.288,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,EL TORNO,070105,B ,AYOREO,3,0.03,49652,0.006,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,EL TORNO,070105,B ,CAYUBABA,1,0.01,49652,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,EL TORNO,070105,B ,CHACOBO,2,0.02,49652,0.004,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,EL TORNO,070105,B ,CHIQUITANO,271,2.92,49652,0.546,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,EL TORNO,070105,B ,GUARASUGWE,1,0.01,49652,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,EL TORNO,070105,B ,GUARAYO,72,0.78,49652,0.145,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,EL TORNO,070105,B ,GUARANI,272,2.94,49652,0.548,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,EL TORNO,070105,B ,ITONOMA,72,0.78,49652,0.145,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,EL TORNO,070105,B ,JOAQUINIANO,2,0.02,49652,0.004,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,EL TORNO,070105,B ,LECO,1,0.01,49652,0.002,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,EL TORNO,070105,B ,MOJEÑO,51,0.55,49652,0.103,2012
SANTA CRUZ,ANDRÉS IBÁÑEZ,EL TORNO,070105,B ,TRINITARIO,2,0.02,49652,0.004,2012
